id,text,label,type_,tweet_id
147,#حرس_جمهوري. أبو #11فيتو #بوتين يريد أن يقبل الشعب السوري عصابة #الأسد للأبد! #روسيا #أستانا #جنيف #فيينا #سوتشي #سوتشي_مؤتمر_الخيانة #الأسد_للمحكمة_لا_للمصالحة #سوريون_ضد_سوتشي,1,training,'954894966492487680'
148,#جهراوي | #الرئيس_التركي #رجب_طيب_أردوغان: لن نتراجع عن عملية #عفرين ولدينا اتفاق مع #روسيا,0,training,'955408788550569985'
149,@Rsh_Nw ولا شي بس قاصفين ميناء مبارك بثلاث صواريخ وحكومتنا تقول هذيلا اشقائنا وماكو الا العافية :),1,training,'106874215952691200'
150,@kinzy25: #مرسي لا يوجد لديه مستشارين حاليا الا الجنزوري وطنطاوي وعنان ومع هذا يقول علينا #فلول  ,1,training,'276683556288335873'
151,#جمعه_12اكتوبر يعنى عاوزين يحاسبوا الرجل على كم شهر و كانول بيقولوا سيبوا مبارك كمان 6 شهمور فوق 30 سنه,1,training,'241905404878131200'
152,الخطاب بتاع السيسي اللي قدام الضباط ..   السنيييييييييييييييييييين!! :D بيردحلهم تقريبا!! :D,1,training,'356421574598991872'
153,#الشيخه_موزا_مصدر_فخرنا  كم كلفت عمليه نفخ مكوه موزتكم فخركم  نسيتو نظرات ساركوزي فيها  🙂  عيب عليكم ياعرب افتخرو بمسلمه  عفيفه لا تفتخرون بمثل هاذي الساقطه  مهما فعلت فالأنثى جمالها في دينها  وسترها وحجابها وعفتها  في قطر من هن اطهر وأشرف منها.,0,training,'953466731162456066'
154,دعي ابن أم مرسي للحوار فرفضته الجبهة وقبله بعض الأحزاب الطرية قوم أيه مجلس الشوري قالهم حوار مين يابو حوار قوم إيه انسحبوا,1,training,'295890375971844096'
155,#مرسي بص يا مرسي. عليك بهم. ، تسلاب عليها ثياب ، 😂   ياليت مصر. ماهيب دولة عربية 😪😞😵 اهانه للعالم العربي كونها دولة عربية ?😪😞?,1,training,'352436047331856385'
156,"«أبو حامض» يطالب بإجراء حاسم مع الشيخ محمد جبريل لدعائه على ""السيسي"" هعهعهعهعهعهعهعهع",0,training,'362061312584450050'
157,#تكية_السيسي: التليفزيون المصري: السيسي يكلف اللواء عباس كامل مدير مكتبه بتسيير أعمال جهاز المخابرات العامة!,0,training,'953975446286282752'
158,@HaniBinbrek هاني بلا بريك إعقل رجعت زي القذافي اذا المجلس ماصرف شوف عمك عيدرووسس ايش عمل من قبل بلا دووخه انت بسبعين وجه كنت رجل دين ضيعت كل شيء بالسياسة,0,training,'954444344190210048'
159, انت اكلته من فوق ومن تحت وكملت بحق خمنائي فيدك.,1,training,'953785985451610112'
160,#كيم_آون_جونغ .. وهو يقرأ كتاب #نارٌ_وغضب للمؤلف الأمريكي مايكل وولف .. الكتاب الذي حقق مبيعات قياسيه في آول طرحٍ له بالأسواق .. 😂😃😀🌹😃 أنا مستغربه كيف وصل له الكتاب اذا كانوا فعلا مُحاصرون ؟؟؟ 🎶😃😃😃😱 #FireAndFury 😃😃😃🌹🏆🌨🎶,1,training,'951212555225174018'
161,@abomroan999 اوووه حكينا كتير!! ، بس بدي افهم هاللبيصوتو ازا بشار صوتو حلو حتصوتولو وتدعمووه ! العرب   مع كل الاحترام للي بيستحقووه .,1,training,'343492298325241857'
162,بوتين: على اوباما التفكير باحتمال سقوط ضحايا في الهجوم على سوريا... يييي قلبك شو طيب انت!,1,training,'373750880362692608'
163,#أردوغان: أبلغنا روسيا والتحالف الدولي بأننا لن نتراجع عن عملية #عفرين,0,training,'955404887432552448'
164,#خبر_عاجل: الرئيس المصري يقيل رئيس جهاز المخابرات العامة #مصر #السيسي #المخابرات_العامة,0,training,'953974358757830656'
165,  #مرتضى_منصور بيمسح بكرامة #باسم_يوسف الارض,0,training,'317969010773872641'
166,#المخابرات لحين لمؤاخذة تعيين ريس جديد 💃,1,training,'953972003425476608'
167,"حد شايف رجالة #العدالة_والتنمية وراء #أردوغان ,هي دي الديموقراطية اللي يفوز يقول انا أهو , عندنا الناس ال بتفوز بالإنتخابات بيتوافقو",1,training,'345924643170967553'
168,مش هحرر القدس بالجيش المصري وهخلي كوريا تنسف إسرائيل شاهد,0,training,'955892088889102336'
169,#الإنقاذ: ما بعد #مرسى مرحلة انتقالية ولن نقابل نزول المؤيدين بالعنف...يعنى بذمتكوا دى مش هرتله سياسيه وهطل قالك ما بعد اسقاط مرسى :D,1,training,'346082702421815297'
170,@joe_sosta يا ابن الاية يا لعيب دا انت بقيت اشهر من باسم يوسف على جوجل مرة واحدة يا سوستة أموت انا #سوستة_جوجل,0,training,'194553348307951616'
171,#هيئة_تحرير_الشام لن تقوم العلاقة بين الظواهري و #الجولاني لأن الأخير قام باعتقال عدد من قيادات ومناصري #القاعدة في #سوريا. ولهذا اعتبر الظواهري هذه الاعتداءات ضد رجال #القاعدة أمر غير مقبول,0,training,'955873765291888640'
172,مشروع داعشية تطلب العفو من بوتين,0,training,'955460551819358208'
173,مرسي لبس السلطانيه واتسلطن زي اللي ركب الحنطور واتحنطر بالظبط كله فن هابط #اخوان #مصر,1,training,'313638517337112576'
174,#ضربوا_العريش_والرياض_واسرائيل_آمنه اسرائيل تحتفل بيوم اللغه العربيه ونحن منشغلون بقتال انفسنا صدقت هيلاري كلينتون 👊 سنجعلهم يقتلون بعضهم 😒,0,training,'943242494837444610'
175,#المملكه_برييه_من_احداث_سبتمبر الحشد في #العراق متعاون مع داعش حزب الله في #لبنان متعاون مع داعش  داعش صناعه ايرانيه كما عصابات الارهاب الاخرى الحشد و حزب الله و الحوثي صناعه ايرانيه,0,training,'955894134274916352'
176,حماس تخلت عن سوريا.. ومرسي تخلى كمان.. يمكن حماس ناطرة الدعم من مرسي.. بس كيف ممكن مصر تدعم حماس وإسرائيل بنفس الوقت؟؟,1,training,'346597380885463040'
177,#كوريا_الشمالية إن كنت لا تخجل من نفسك فعلى الأقل احترم أولادك وهم يرونك في أرذل العمر تتملق بهذه الطريقة المذلة!! #تكريم_صورة #الجزائر #بوتفليزا #موناليزا,0,training,'954048436034142208'
178,@RTarabic انا بتنفس حرية متقطع عني الهواء لاتزيد كثير عليا أحسن مانوقع سواء مابتقدر أبدا تلغيني بدك تسمعني وتحكيني إذا فكرك عم بداويني مش هيدا هوا الدوا صوت الحرية بيبقى أعلى من كل الأصوات مافيك تلون هاالكون على بعضه بذات اللون وتبدل نظام الأرض وتغير مجرى,0,training,'954859768551739393'
179,"حسن نص ليرة يستشهد باقوال بشّار "" اكذب اكذب حتى تصدق "" !!",1,training,'329292595928891393'
180,ترجمة خطاب الرئيس مرسى من الدولة المضيفة لمؤتمر دول عدم الإنحياز كان فى الحقيقة,0,training,'241821749593907200'
181,المهم اني نزلت النهاردا وقبلت ناس زعلانه على ان مرسي كسب يا حرامي وخايف يا جاهل وبيسمع عوكاشه يا خايف على درينكز يا خايفه على بكيني,1,training,'214843962802978817'
182,#بنزين زياده عن حاجته يتبرع بيه لأخوه الغلبان يقعدله ف عافيته #مرسى #مصر,1,training,'349287301064556544'
183,#الإمارات دون دليل ⭕ تورط أمراء سعوديين في فضيحة فساد بشركة ماليزية 🚫  انديك: ترامب تخلى عن رواية #السعودية والإمارات بشأن #قطر ✅ وزراء ومسؤولون يخوضون تجربة التدريس لطلاب الإعدادي ⬅️ تصفح الشرق PDF اليوم:,0,training,'953866742245228544'
184,#السودان_موكب_18ينايرإ قالة غندور وتعيين مطرف صديق للخارجية .. السيرة الذاتية 1_ من مجموعة الأمنيين وهو كان نائب رئيس الجهاز وعضو بارز فى الأمن الشعبى 2_ تدرب أمنيا فى إيران 3_ومن الذين شاركوا فى تدبير محاولة إغتيال الرئيس حسنى مبارك. 4_مجرم فى مجال انتهاكات حقوق الإنسان,0,training,'953923232209489920'
185,@nawaranegm أهم حاجة الضباط والمدرعة... :) #مصر #البحرين,0,training,'376390899913084928'
186,بشار يقصف حمص من عشرة ايام والناس فيها يحترون.. المنايا هم يشترون اكفان ودروع و حزام وحنا لـ يوم الحب نشري هدايا,1,training,'169374354692517888'
187,#مرسي ينزل يسوق الاوتوبيس بتاع المدارس عشان ياخد باله ويحط الفاشل #عمرو_أديب رئيس عشان نشوف هيعمل ايه المغفل   #مصر,1,training,'270324206246428672'
