pairID	sentence1	sentence2	gold_label
270	لذا ذهبت إلى منزلها ثم اتصلت بهذا الرقم الذي كان من المفترض أن أتصل به عندما وصلت هناك.	كان من المفترض أن أتصل، لكنني لم أفعل.	contradiction
271	وصلت إلى هناك هذا الصباح و..لا أتذكر..أعتقد أنه طرخ علي سؤالا ثم دخل إلى هناك، على كل حال.	لم أذهب اليوم لذا لم أراه.	contradiction
272	وصلت إلى هناك هذا الصباح و..لا أتذكر..أعتقد أنه طرخ علي سؤالا ثم دخل إلى هناك، على كل حال.	لقد ذهبت إلى صالة الألعاب اليوم وأتى هو فيما بعد وقال لي مرحباً.	neutral
273	وصلت إلى هناك هذا الصباح و..لا أتذكر..أعتقد أنه طرخ علي سؤالا ثم دخل إلى هناك، على كل حال.	لقد ذهبت هذا الصباح وهو أتى أيضا.	entailment
274	لم نعلم إلى أين كانوا ذاهبين.	لم نكن نعرف إلى أين كانت المجموعة تسافر على الطريق السريع.	neutral
275	لم نعلم إلى أين كانوا ذاهبين.	لم نكن نعرف إلى أين يسافر الناس.	entailment
276	لم نعلم إلى أين كانوا ذاهبين.	كنا نعرف فقط إلى أين كانوا متجهين.	contradiction
277	لكنني كنت.., إنسى هذا الأمر ، سأقوم لتناول وجبة الغداء فقد كنت جائعاً.	لم يكن لدي أي شهية على الإطلاق.	contradiction
278	لكنني كنت.., إنسى هذا الأمر ، سأقوم لتناول وجبة الغداء فقد كنت جائعاً.	كنت جائعة لذلك قررت أن آكل طعام الغداء.	entailment
279	لكنني كنت.., إنسى هذا الأمر ، سأقوم لتناول وجبة الغداء فقد كنت جائعاً.	كنت أتضور جوعا لذلك ذهبت إلى الكافتيريا.	neutral
283	حسناً ، ودعني أقل لك أنني وصلت للمرحلة أني كنت على وشك الانسحاب.	انتهي بي الأمر تقريباً إلى الإنسحاب.	entailment
284	حسناً ، ودعني أقل لك أنني وصلت للمرحلة أني كنت على وشك الانسحاب.	لقد أخذت الكثير من الحزن منهم لدرجة أنني لم أستطع تحمل المزيد.	neutral
285	حسناً ، ودعني أقل لك أنني وصلت للمرحلة أني كنت على وشك الانسحاب.	لم يخطر ببالي أبدا أن أستقيل.	contradiction
292	ولد في عام 1880, أو شئ مثل 188, أظن أنها كانت 1889 ، أعتقد أنها كانت كذلك عندما ولد.	ولد قبل 1900.	entailment
293	ولد في عام 1880, أو شئ مثل 188, أظن أنها كانت 1889 ، أعتقد أنها كانت كذلك عندما ولد.	ولد في ديسمبر من عام 1880.	neutral
294	ولد في عام 1880, أو شئ مثل 188, أظن أنها كانت 1889 ، أعتقد أنها كانت كذلك عندما ولد.	لم يولد حتى عام 1984.	contradiction
295	من الأفضل أن تلف المسمار الصغير للأسفل قليلاً لأنك يمكن أن تدمر رئة الشخص بسهولة شديدة.	يمكن أن يضر هذا المسمار برئتي شخص ما.	entailment
296	من الأفضل أن تلف المسمار الصغير للأسفل قليلاً لأنك يمكن أن تدمر رئة الشخص بسهولة شديدة.	لا تقلق من المسمار، لذلك قم بإحكامه قدر المستطاع.	contradiction
297	من الأفضل أن تلف المسمار الصغير للأسفل قليلاً لأنك يمكن أن تدمر رئة الشخص بسهولة شديدة.	ذهب المسمار إلى القصبة الهوائية ويمكن أن يؤذي الرئتين.	neutral
298	تلقيت أوامر للذهاب إلى ديل ريو ، تكساس ، لذلك عندما وصلت هناك ، حسنا ، اكتشفت أنني يجب أن أذهب إلى قاعدة سلاح الجو في لافلين.	لقد تم ارسالي إلى ديل ريو، تيكساس للعمل.	entailment
299	تلقيت أوامر للذهاب إلى ديل ريو ، تكساس ، لذلك عندما وصلت هناك ، حسنا ، اكتشفت أنني يجب أن أذهب إلى قاعدة سلاح الجو في لافلين.	لم أذهب إلى تكساس أبدًا.	contradiction
300	تلقيت أوامر للذهاب إلى ديل ريو ، تكساس ، لذلك عندما وصلت هناك ، حسنا ، اكتشفت أنني يجب أن أذهب إلى قاعدة سلاح الجو في لافلين.	أرسلتني القوات الجوية إلى ديل ريو، في تكساس في عام 2001.	neutral
301	سوف يحصل كل واحد على شامبانيا وبعض الناس لا يشربونها وقد شرب الأطفال ما تبقى لهذا فقد شربنا جميعاً كل الشامبانيا.	شرب الأطفال 3 زجاجات من الشمبانيا.	neutral
302	سوف يحصل كل واحد على شامبانيا وبعض الناس لا يشربونها وقد شرب الأطفال ما تبقى لهذا فقد شربنا جميعاً كل الشامبانيا.	شرب الأطفال بعض من الشمبانيا.	entailment
303	سوف يحصل كل واحد على شامبانيا وبعض الناس لا يشربونها وقد شرب الأطفال ما تبقى لهذا فقد شربنا جميعاً كل الشامبانيا.	الحفلة كانت جافة بأكملها  ولم يتم تقديم أي مشروبات كحولية.	contradiction
304	هناك العديد من القصص في المدينة العارية.	لم أسمع أية قصص.	contradiction
305	هناك العديد من القصص في المدينة العارية.	هناك الكثير من الروايات حول الجيش.	neutral
306	هناك العديد من القصص في المدينة العارية.	هناك الكثير من القصص التي تُحكى.	entailment
307	أنت تعيش وتتعلم كما تعلم، عندما تختبر الطائرة.	أنا لا أعرف أيّ شيء حول يختبر طائرة.	contradiction
308	أنت تعيش وتتعلم كما تعلم، عندما تختبر الطائرة.	يعلم يختبر طائرة أنت كثيرا الدرس.	entailment
309	أنت تعيش وتتعلم كما تعلم، عندما تختبر الطائرة.	اختبار الطائرات يعلمك كيفية التعامل مع الضغط.	neutral
310	كان هذا هو الهدف	أنني لا أفهم هذه النقطة.	contradiction
311	كان هذا هو الهدف	أعتقد أن النقطة كانت فى إخبارنا فى مدى خطورة ذلك .	neutral
312	كان هذا هو الهدف	فهمت النقطة.	entailment
313	كان من قاعدة جوية حلقت فوق كوبا ، وبالطبع تم إسقاط رودولف أندرسون.	نجت جميع الطائرات دون أن تتعرض لإطلاق النار عليها.	contradiction
314	كان من قاعدة جوية حلقت فوق كوبا ، وبالطبع تم إسقاط رودولف أندرسون.	تم إسقاط شيء ما فوق كوبا.	entailment
315	كان من قاعدة جوية حلقت فوق كوبا ، وبالطبع تم إسقاط رودولف أندرسون.	تم اسقاط الطائرة الضخمة على كوبا فى مايو.	neutral
319	ربما كان هذا هو أول شيء أتذكره من كوني صبي صغير ، آه ، خاصة حول شيء قمت به بشكل خاطئ.	ليس لدى أي ذاكرة لطفولتي.	contradiction
320	ربما كان هذا هو أول شيء أتذكره من كوني صبي صغير ، آه ، خاصة حول شيء قمت به بشكل خاطئ.	ما زلت أشعر بالضيق لهذا اليوم.	neutral
321	ربما كان هذا هو أول شيء أتذكره من كوني صبي صغير ، آه ، خاصة حول شيء قمت به بشكل خاطئ.	كانت واحدة من ذكرياتي الباكرة.	entailment
322	إنهم فقط ليسو كما كانت ترغب  أن يكونو سود فى هذه الايام ، ولهذا كان، فأنت تعرف ، أنا أعتقد ، بأنه ، بأنه كان من الممكن ، أنت تعرف ، فى بداية ١٩٣٠ ، أوه عندما فعلو ذلك .	كان من الصعب أن يتواجد السود في الجنوب.	neutral
323	إنهم فقط ليسو كما كانت ترغب  أن يكونو سود فى هذه الايام ، ولهذا كان، فأنت تعرف ، أنا أعتقد ، بأنه ، بأنه كان من الممكن ، أنت تعرف ، فى بداية ١٩٣٠ ، أوه عندما فعلو ذلك .	كان من السهل جدا أن تكون أسود!	contradiction
324	إنهم فقط ليسو كما كانت ترغب  أن يكونو سود فى هذه الايام ، ولهذا كان، فأنت تعرف ، أنا أعتقد ، بأنه ، بأنه كان من الممكن ، أنت تعرف ، فى بداية ١٩٣٠ ، أوه عندما فعلو ذلك .	إنه من الصعب أن تطون أسود أسود وبعد .	entailment
